season,district,zone,temperature,humidity,rainfall,light,n,p,k,variety,yield
1,Ratnapura,1,25.7,84.8,315.7,5.1,82.4,53.5,47.2,Ld368,6.44
1,Ratnapura,1,24.9,91.0,307.1,4.5,66.8,27.4,27.0,Ld368,5.32
0,Nuwara Eliya,1,18.4,79.6,197.2,4.6,29.8,46.0,37.9,Bw367,5.22
0,Kandy,1,28.5,79.6,160.4,5.8,54.9,23.7,29.6,Bw367,5.8
0,Polonnaruwa,0,31.7,58.6,37.0,9.0,34.3,27.6,43.4,At362,6.2
1,Nuwara Eliya,1,15.8,94.5,285.2,4.5,50.2,25.9,43.2,Ld368,5.32
0,Polonnaruwa,0,32.9,66.5,59.7,8.1,22.5,26.0,40.4,Bg300,4.84
0,Trincomalee,0,35.1,57.2,49.5,8.4,71.2,46.8,61.5,Bg300,5.61
1,Kalutara,1,27.6,86.1,310.9,4.4,75.4,44.4,46.2,Ld368,5.88
1,Ratnapura,1,25.0,88.1,330.7,5.2,43.3,54.4,61.1,Ld368,6.44
0,Kegalle,1,28.8,78.5,281.0,6.0,63.1,41.8,48.9,Ld368,6.16
0,Galle,1,28.3,78.1,227.8,6.7,62.8,26.3,32.3,Bw367,5.8
1,Ampara,0,27.7,78.2,195.1,6.2,34.4,55.9,41.0,Bg352,7.14
0,Matara,1,28.5,79.4,234.7,7.4,38.0,48.1,55.8,Bw367,5.8
1,Galle,1,28.1,88.4,243.9,5.3,73.6,52.5,56.2,Bw367,6.67
1,Trincomalee,0,27.1,80.2,205.1,6.1,46.8,28.9,52.9,Bg352,7.14
0,Matale,1,27.7,79.5,122.2,7.0,66.2,49.6,45.9,Bw367,6.38
1,Colombo,1,26.6,83.0,235.6,5.9,48.0,31.2,57.9,Bw367,6.09
1,Kalutara,1,26.3,84.4,320.7,4.4,66.0,39.3,43.9,Ld368,5.32
1,Monaragala,0,28.2,77.3,161.6,6.6,79.2,30.2,41.8,Bg366,8.05
1,Galle,1,26.6,82.2,255.0,6.3,54.0,27.1,35.8,Ld368,5.88
1,Galle,1,27.1,89.9,259.5,6.2,64.2,34.3,64.6,Ld368,6.44
0,Trincomalee,0,35.0,60.2,47.6,8.5,72.2,34.4,25.1,Bg300,5.06
0,Badulla,1,25.3,74.7,113.5,6.9,47.7,42.9,43.7,Bw367,5.8
0,Kalutara,1,29.1,81.6,283.7,5.9,44.1,50.5,54.4,Ld368,5.6
0,Polonnaruwa,0,32.9,58.0,40.2,9.3,41.3,42.6,33.2,At362,6.2
0,Ampara,0,31.9,67.7,52.1,8.4,26.2,57.9,46.2,Bg300,5.5
1,Nuwara Eliya,1,15.1,87.7,283.1,4.7,77.1,33.4,58.1,Ld368,5.88
1,Ampara,0,26.7,86.8,204.1,5.2,84.4,25.4,55.4,Bg366,8.05
1,Colombo,1,27.8,77.0,236.3,5.4,52.9,46.6,42.5,Bw367,6.09
1,Hambantota,0,27.9,78.2,122.0,6.5,46.2,34.4,49.9,Bg352,7.14
0,Nuwara Eliya,1,20.3,84.7,222.6,4.3,38.8,15.9,35.9,Bw367,4.52
1,Colombo,1,27.6,78.2,237.5,6.5,64.3,44.5,39.0,Bw367,6.09
0,Badulla,1,26.6,75.2,107.8,7.7,51.7,43.3,41.7,Bw367,5.8
0,Colombo,1,31.2,75.6,208.7,6.6,39.9,33.6,42.0,Bw367,5.8
1,Matara,1,28.1,85.0,241.4,6.5,59.5,35.6,26.7,Bw367,6.09
1,Kegalle,1,24.5,91.1,297.3,5.0,76.5,39.4,49.4,Ld368,6.44
1,Hambantota,0,27.9,76.2,120.2,6.5,41.3,51.0,57.0,Bg352,7.14
0,Anuradhapura,0,31.3,61.5,50.3,9.2,67.3,58.8,51.0,Bg300,6.05
1,Matale,1,26.3,82.6,194.6,6.1,66.1,26.8,43.5,Bw367,6.09
0,Kandy,1,26.8,81.9,149.5,5.9,41.1,19.6,33.0,Bw367,5.1
1,Hambantota,0,29.0,75.8,130.3,6.5,73.5,32.6,56.5,Bg352,7.82
1,Ratnapura,1,25.4,86.3,308.0,4.2,72.9,50.3,62.1,Ld368,5.88
1,Matara,1,25.9,85.0,246.7,6.5,52.3,16.0,49.1,Bw367,6.09
1,Matara,1,27.0,83.9,226.9,5.8,53.4,43.5,50.8,Bw367,6.09
1,Kalutara,1,25.8,83.3,310.6,5.0,46.9,50.0,55.0,Ld368,6.44
0,Polonnaruwa,0,34.2,67.7,44.9,8.5,62.4,25.3,55.6,At362,5.7
1,Ratnapura,1,24.7,93.8,334.6,5.5,57.3,24.8,48.3,Ld368,5.88
1,Hambantota,0,27.5,71.1,116.6,6.7,64.6,48.3,60.6,Bg352,7.82
0,Anuradhapura,0,31.0,65.8,59.5,7.8,20.2,49.1,52.4,Bg300,5.5
1,Anuradhapura,0,28.5,82.5,172.4,5.6,40.2,49.0,39.1,Bg352,7.14
0,Nuwara Eliya,1,19.6,82.7,199.5,5.1,36.2,51.2,42.7,Bw367,5.8
0,Matara,1,30.1,75.4,221.8,6.3,53.4,36.2,45.8,Bw367,5.8
1,Matale,1,25.4,82.4,198.8,6.3,37.7,42.6,41.1,Bw367,6.09
0,Nuwara Eliya,1,18.6,87.6,210.5,5.1,67.3,34.6,52.3,Bw367,6.38
1,Monaragala,0,26.8,79.0,169.8,6.7,83.4,54.0,37.6,Bg366,8.05
1,Kegalle,1,26.6,85.9,306.1,4.3,38.0,48.2,50.8,Ld368,5.32
1,Monaragala,0,27.8,84.1,173.9,5.8,36.6,31.7,64.1,Bg352,7.14
0,Nuwara Eliya,1,18.1,87.0,223.0,4.3,40.9,51.6,38.8,Bw367,5.22
0,Ratnapura,1,27.3,83.4,280.1,6.4,35.9,25.6,37.1,Ld368,4.93
1,Kalutara,1,25.3,86.3,305.5,4.3,36.6,22.7,58.5,Ld368,5.32
0,Trincomalee,0,33.5,64.3,55.7,8.8,64.7,50.7,56.4,Bg300,5.61
1,Kurunegala,0,25.6,78.7,167.2,6.6,83.5,27.6,29.9,Bg366,7.35
1,Ampara,0,26.5,82.3,224.3,5.6,58.7,46.9,28.0,Bg366,7.35
0,Kegalle,1,29.2,78.7,273.9,6.5,23.6,25.7,40.6,Ld368,4.93
0,Monaragala,0,31.2,68.7,64.1,8.3,72.6,46.4,48.3,Bg300,6.05
0,Hambantota,0,31.9,66.7,34.4,8.6,60.6,59.5,50.1,At362,6.82
1,Matale,1,24.8,84.6,214.4,5.7,78.5,28.2,41.3,Bw367,6.09
0,Colombo,1,30.3,81.7,190.9,6.5,43.5,38.1,36.9,Bw367,5.8
0,Trincomalee,0,35.4,60.1,49.3,8.9,48.3,20.1,49.6,Bg300,5.06
1,Kalutara,1,25.9,89.3,295.1,5.2,54.6,36.2,46.8,Ld368,5.88
1,Nuwara Eliya,1,16.3,90.6,273.1,4.7,30.7,44.0,40.2,Ld368,5.32
0,Kalutara,1,28.3,80.1,301.0,6.4,62.0,53.3,50.8,Ld368,6.16
0,Colombo,1,29.0,80.5,209.5,6.4,49.9,51.3,32.3,Bw367,5.8
0,Hambantota,0,31.7,74.1,50.3,8.3,40.7,23.5,43.8,Bg300,5.5
0,Ratnapura,1,27.4,88.9,289.8,6.1,46.2,41.0,38.1,Ld368,5.6
1,Colombo,1,26.6,85.4,254.8,5.8,55.0,43.5,62.5,Ld368,6.44
1,Kandy,1,23.2,81.7,227.6,5.5,37.3,35.1,56.2,Bw367,6.09
0,Polonnaruwa,0,34.1,58.5,53.5,9.0,37.3,48.8,56.3,Bg300,5.06
0,Kurunegala,0,32.2,73.7,111.4,7.3,27.4,48.3,57.5,Bg300,5.5
0,Kalutara,1,30.2,84.5,289.3,6.7,44.8,37.3,25.1,Ld368,5.6
1,Kandy,1,25.6,87.5,207.5,5.6,67.1,26.3,25.6,Bw367,6.09
0,Hambantota,0,30.7,73.2,39.0,8.9,63.4,31.5,58.8,At362,6.82
1,Badulla,1,22.6,88.9,196.0,5.0,52.3,28.4,38.8,Bw367,6.09
0,Polonnaruwa,0,33.5,60.0,57.4,9.0,54.4,56.2,61.3,Bg300,5.61
0,Matale,1,27.9,77.6,133.7,7.3,42.6,42.3,34.2,Bw367,5.8
0,Nuwara Eliya,1,18.8,88.3,207.9,5.7,38.5,45.4,63.0,Bw367,5.8
1,Matale,1,24.5,78.9,211.4,6.1,77.9,35.4,51.4,Bw367,6.67
0,Hambantota,0,30.4,74.1,47.2,8.0,36.5,47.6,42.0,Bg300,5.5
1,Kegalle,1,26.8,87.0,311.5,4.4,80.7,22.9,60.4,Ld368,5.88
1,Colombo,1,28.8,83.7,230.3,6.7,43.5,24.8,57.6,Bw367,6.09
1,Ampara,0,26.6,82.0,219.9,4.9,60.1,48.4,59.4,Bg366,7.35
0,Colombo,1,30.9,75.8,205.0,6.7,45.2,35.3,29.2,Bw367,5.8
0,Nuwara Eliya,1,19.8,84.3,205.0,4.9,72.7,30.4,29.1,Bw367,5.22
1,Colombo,1,28.2,77.1,235.0,5.8,55.5,27.1,51.7,Bw367,6.09
0,Kandy,1,28.7,79.6,150.2,7.0,66.0,48.2,31.3,Bw367,5.8
0,Kurunegala,0,32.4,76.6,111.9,8.3,62.4,40.7,40.6,Bg300,5.5
1,Polonnaruwa,0,27.5,84.9,194.7,6.3,74.7,22.9,28.5,Bg366,7.35
1,Matara,1,27.8,88.4,234.5,5.5,77.0,21.0,62.8,Bw367,6.67
1,Anuradhapura,0,29.4,82.1,178.6,6.4,38.5,23.8,60.1,Bg352,7.14
1,Kurunegala,0,28.4,83.7,157.6,5.6,69.8,42.5,53.4,Bg366,8.05
0,Monaragala,0,30.7,66.1,59.5,7.2,20.5,33.2,54.1,Bg300,5.5
0,Polonnaruwa,0,33.0,65.0,31.0,9.2,21.8,38.2,31.0,At362,5.46
1,Badulla,1,21.9,83.5,187.9,5.9,56.5,46.6,27.9,Bw367,6.09
0,Monaragala,0,32.2,72.5,52.2,7.3,28.6,45.6,41.0,Bg300,5.5
1,Polonnaruwa,0,26.2,77.0,189.0,6.0,67.7,25.0,62.8,Bg366,8.05
1,Ampara,0,28.0,82.2,201.7,6.1,75.0,35.8,48.5,Bg366,8.05
0,Galle,1,30.1,78.1,240.3,6.3,20.8,25.7,32.6,Bw367,5.1
0,Monaragala,0,32.8,65.4,71.2,8.1,74.2,60.0,59.8,Bg300,6.05
1,Nuwara Eliya,1,15.2,92.5,293.7,3.2,59.6,23.7,47.3,Ld368,5.32
0,Ratnapura,1,28.7,84.5,293.8,6.1,66.5,27.8,42.5,Ld368,5.6
1,Kalutara,1,26.1,89.0,312.4,5.2,49.3,27.6,49.5,Ld368,5.88
1,Kegalle,1,24.6,82.7,292.3,4.3,43.5,41.2,27.4,Ld368,5.32
1,Matale,1,26.7,85.9,194.2,6.2,48.1,17.9,64.8,Bw367,6.09
1,Trincomalee,0,26.9,85.7,225.1,4.9,41.0,38.8,61.5,Bg352,6.46
0,Matara,1,28.9,81.4,217.2,7.0,69.4,33.3,50.1,Bw367,6.38
0,Monaragala,0,32.2,68.8,57.2,8.4,60.0,28.5,25.5,Bg300,5.5
0,Ratnapura,1,28.7,80.8,273.5,6.2,27.6,16.5,56.9,Ld368,4.93
0,Badulla,1,25.4,71.6,109.6,6.6,41.9,26.0,32.0,Bw367,5.1
0,Galle,1,30.9,77.7,225.1,6.5,46.4,48.7,41.1,Bw367,5.8
1,Hambantota,0,27.3,78.9,110.6,6.1,38.7,27.6,45.3,Bg352,7.14
1,Matale,1,26.3,87.7,193.1,5.8,81.1,42.5,52.2,Bw367,6.67
0,Badulla,1,26.1,76.6,116.0,7.8,21.9,17.6,28.1,Bw367,5.1
0,Ratnapura,1,28.9,82.2,278.7,5.5,67.6,38.4,62.8,Ld368,6.16
1,Polonnaruwa,0,26.4,76.7,209.7,6.2,32.7,48.2,41.5,Bg352,7.14
1,Matale,1,26.5,78.6,193.7,5.2,38.8,35.3,25.5,Bw367,5.39
0,Polonnaruwa,0,34.3,61.1,40.8,8.8,50.9,52.3,32.6,At362,5.7
0,Ratnapura,1,29.3,86.2,267.6,5.2,52.7,49.5,48.4,Ld368,6.16
0,Kalutara,1,27.8,85.0,296.7,5.7,21.6,31.3,48.3,Ld368,4.93
0,Kegalle,1,29.7,83.1,258.3,6.6,74.1,51.2,59.9,Ld368,6.16
0,Colombo,1,31.3,80.5,205.3,6.8,72.5,33.0,30.2,Bw367,5.8
0,Monaragala,0,32.4,67.4,52.8,8.4,64.0,49.0,33.1,Bg300,5.5
0,Kegalle,1,27.3,80.1,267.0,6.8,41.5,15.5,39.1,Ld368,4.93
1,Badulla,1,23.8,88.4,180.4,5.0,39.0,46.6,25.2,Bw367,6.09
0,Kandy,1,26.7,73.9,145.8,6.1,48.1,54.2,30.0,Bw367,5.8
1,Galle,1,27.4,86.4,250.1,5.0,71.3,38.3,29.7,Ld368,5.88
0,Matara,1,30.4,79.5,207.7,6.8,22.8,34.1,61.3,Bw367,5.8
0,Galle,1,30.4,75.1,215.3,7.0,63.4,46.1,56.2,Bw367,6.38
1,Matara,1,26.0,81.6,253.7,5.5,48.1,22.6,57.3,Ld368,5.88
1,Colombo,1,27.3,81.1,238.0,5.9,57.7,47.6,57.8,Bw367,6.67
0,Galle,1,30.4,76.2,218.7,7.5,65.1,37.1,60.0,Bw367,6.38
0,Nuwara Eliya,1,19.3,85.1,217.6,4.6,29.2,45.4,38.8,Bw367,5.22
0,Hambantota,0,30.9,68.6,54.0,8.5,49.2,58.8,61.1,Bg300,6.05
0,Matale,1,30.2,74.0,111.9,6.6,56.4,35.0,51.4,Bw367,5.8
0,Colombo,1,29.1,72.5,201.0,6.7,54.8,37.1,48.4,Bw367,5.8
1,Anuradhapura,0,28.6,73.6,166.2,6.1,78.8,32.9,34.9,Bg366,7.35
1,Anuradhapura,0,27.3,74.5,187.1,5.9,33.4,55.0,47.3,Bg352,7.14
1,Polonnaruwa,0,27.6,78.2,206.6,6.1,84.9,26.7,28.5,Bg366,7.35
0,Matale,1,30.0,70.7,107.3,7.1,55.2,23.5,54.8,Bw367,5.8
1,Hambantota,0,27.5,77.5,107.5,6.9,60.4,35.5,58.8,Bg352,7.82
0,Polonnaruwa,0,33.1,60.2,52.3,8.1,65.7,53.5,58.3,Bg300,5.61
1,Hambantota,0,28.9,70.1,130.4,7.2,59.2,49.2,28.8,Bg352,7.14
0,Anuradhapura,0,33.9,68.9,38.9,8.2,33.4,42.9,57.1,At362,5.7
1,Badulla,1,23.2,82.8,179.2,5.0,70.8,20.9,33.9,Bw367,6.09
0,Badulla,1,26.3,72.6,118.4,6.7,31.6,37.3,41.4,Bw367,5.8
0,Hambantota,0,32.5,73.7,42.9,8.9,52.2,48.5,41.6,At362,6.2
1,Kegalle,1,27.0,83.7,302.3,5.7,73.6,53.5,34.3,Ld368,6.44
1,Ratnapura,1,25.4,92.8,326.9,4.2,75.7,42.3,26.3,Ld368,5.32
0,Kurunegala,0,31.0,67.7,122.7,7.2,68.8,39.9,59.0,Bg300,6.05
1,Nuwara Eliya,1,14.5,93.5,271.4,4.4,49.0,44.9,61.3,Ld368,5.88
1,Kalutara,1,26.1,92.8,320.8,4.3,61.5,22.2,64.8,Ld368,5.32
0,Ratnapura,1,29.7,88.4,283.5,5.3,60.7,19.4,51.8,Ld368,5.6
0,Kurunegala,0,30.5,74.3,102.0,7.4,68.9,20.8,41.6,Bg300,5.5
0,Badulla,1,24.8,75.9,109.0,6.4,64.0,29.7,55.5,Bw367,5.8
1,Galle,1,26.4,81.0,239.3,6.2,36.0,18.8,62.6,Bw367,6.09
0,Kandy,1,26.3,82.7,139.4,6.9,21.9,40.0,46.9,Bw367,5.8
1,Ratnapura,1,24.4,92.0,316.8,4.3,39.7,51.8,29.4,Ld368,5.32
1,Anuradhapura,0,28.0,78.9,194.7,6.1,42.3,43.5,57.8,Bg352,7.14
1,Hambantota,0,29.5,77.1,129.5,6.9,67.1,42.4,39.2,Bg352,7.14
0,Kegalle,1,30.3,79.4,282.0,5.7,59.0,23.8,37.0,Ld368,5.6
1,Matale,1,24.3,79.4,203.5,5.7,41.7,34.0,59.5,Bw367,6.09
1,Kalutara,1,25.1,89.5,296.6,5.8,63.5,33.8,42.2,Ld368,5.88
1,Kandy,1,25.8,86.3,210.5,5.3,37.3,15.7,50.2,Bw367,5.39
0,Monaragala,0,32.3,64.8,68.1,7.3,53.5,42.2,51.2,Bg300,5.5
1,Kurunegala,0,28.1,82.5,157.6,6.3,68.7,47.8,39.3,Bg366,8.05
1,Monaragala,0,28.0,84.2,177.4,5.8,48.5,40.9,59.8,Bg352,7.14
0,Monaragala,0,31.4,65.1,50.4,8.6,70.2,22.5,45.9,Bg300,5.5
0,Galle,1,30.3,81.7,223.9,6.2,65.7,42.0,25.3,Bw367,5.8
1,Nuwara Eliya,1,16.4,90.9,277.7,4.1,64.1,40.6,63.7,Ld368,5.88
1,Kurunegala,0,28.1,79.4,174.1,6.4,43.0,39.9,33.8,Bg352,7.14
0,Ampara,0,34.2,59.3,63.4,9.0,24.5,46.8,50.9,Bg300,5.06
1,Badulla,1,23.3,79.9,189.7,4.7,83.3,45.1,31.4,Bw367,6.09
1,Galle,1,28.5,89.1,262.9,5.1,76.3,36.4,53.3,Ld368,6.44
0,Ratnapura,1,29.1,88.1,273.0,5.6,25.7,25.7,46.4,Ld368,4.93
1,Kalutara,1,25.8,89.2,309.4,4.7,58.1,21.7,50.6,Ld368,5.32
0,Kalutara,1,29.7,79.8,304.9,6.7,38.9,32.0,35.4,Ld368,5.6
1,Hambantota,0,29.7,73.5,130.8,6.1,84.0,56.5,39.5,Bg352,7.82
1,Hambantota,0,29.3,72.2,119.5,6.7,69.9,36.1,26.3,Bg352,7.14
0,Matale,1,28.9,79.7,131.4,6.5,59.8,52.5,25.4,Bw367,5.8
0,Kandy,1,26.5,80.7,147.0,6.5,55.5,51.4,53.3,Bw367,6.38
0,Colombo,1,32.0,76.7,214.1,7.3,45.3,28.3,51.3,Bw367,5.8
1,Matale,1,24.1,80.9,196.9,5.6,46.1,54.4,36.7,Bw367,6.09
1,Ampara,0,26.2,79.6,196.4,5.6,71.3,27.8,39.7,Bg366,7.35
0,Anuradhapura,0,33.5,67.8,36.9,8.3,72.5,35.7,46.0,At362,6.32
1,Monaragala,0,28.1,84.8,184.9,6.4,52.2,39.8,39.3,Bg352,7.14
0,Anuradhapura,0,31.6,66.3,35.8,8.2,61.1,52.3,35.1,At362,6.2
1,Monaragala,0,29.3,84.5,176.9,6.1,62.5,41.6,53.3,Bg366,8.05
0,Anuradhapura,0,33.3,63.9,49.1,8.0,21.0,46.6,48.5,Bg300,5.06
0,Anuradhapura,0,32.8,64.3,49.0,9.1,28.9,24.1,25.1,Bg300,4.84
0,Hambantota,0,30.4,67.2,25.3,7.8,38.3,21.3,49.3,At362,6.2
1,Galle,1,25.8,86.0,265.0,6.3,30.1,46.8,39.1,Ld368,5.88
0,Nuwara Eliya,1,18.4,82.2,210.7,5.3,61.2,24.8,37.9,Bw367,5.8
1,Kurunegala,0,26.6,87.0,168.3,7.0,68.1,36.3,40.6,Bg366,7.35
1,Matale,1,25.3,86.3,199.0,5.2,72.6,49.2,41.8,Bw367,6.67
1,Trincomalee,0,25.7,84.3,206.3,4.6,63.7,32.1,54.7,Bg366,7.35
1,Colombo,1,26.7,84.2,240.4,5.4,65.8,39.4,45.6,Bw367,6.67
1,Trincomalee,0,28.3,82.5,217.8,5.2,52.5,30.4,52.9,Bg352,7.14
1,Ampara,0,26.2,81.7,197.4,5.8,73.5,58.5,31.0,Bg366,8.05
0,Ampara,0,33.4,68.2,53.8,8.0,44.0,46.2,53.0,Bg300,5.06
0,Trincomalee,0,33.0,66.5,41.8,9.7,67.2,46.4,54.4,At362,6.82
1,Nuwara Eliya,1,14.1,86.0,267.6,4.1,41.8,49.4,42.8,Ld368,5.32
0,Nuwara Eliya,1,19.5,82.2,202.3,4.7,63.8,38.5,35.1,Bw367,5.22
0,Kalutara,1,27.7,85.0,288.2,6.6,71.0,45.0,42.7,Ld368,6.16
0,Kegalle,1,29.7,81.6,257.3,6.7,36.1,17.0,61.1,Ld368,5.6
0,Kurunegala,0,30.3,74.2,121.6,6.7,57.8,50.7,33.4,Bg300,5.5
0,Matale,1,27.8,77.5,130.4,6.4,64.9,45.9,38.9,Bw367,5.8
1,Kegalle,1,24.7,83.4,296.2,5.8,50.8,17.4,41.7,Ld368,5.88
1,Badulla,1,22.8,81.8,195.6,5.7,39.5,21.5,46.9,Bw367,6.09
1,Hambantota,0,27.7,76.3,129.2,7.5,55.0,51.4,61.7,Bg352,7.82
0,Anuradhapura,0,32.8,69.7,64.6,8.7,68.8,28.0,34.8,Bg300,5.5
1,Kurunegala,0,25.9,78.9,157.6,6.3,63.2,31.7,61.8,Bg366,8.05
0,Anuradhapura,0,32.2,64.3,56.1,8.8,41.0,36.6,38.9,Bg300,5.5
1,Kurunegala,0,26.9,83.9,167.3,6.6,50.6,50.6,25.3,Bg352,7.14
0,Monaragala,0,32.9,69.3,64.2,8.2,69.9,42.7,57.0,Bg300,6.05
0,Galle,1,30.1,80.7,216.1,6.6,51.1,46.9,42.5,Bw367,5.8
0,Galle,1,30.9,77.8,237.8,6.9,58.5,31.7,36.2,Bw367,5.8
1,Kurunegala,0,26.6,79.2,170.2,6.2,76.6,39.0,47.3,Bg366,8.05
1,Badulla,1,23.9,81.7,201.1,5.3,33.9,38.0,64.1,Bw367,6.09
0,Polonnaruwa,0,33.7,59.4,34.9,8.3,69.0,23.0,57.1,At362,5.7
0,Matale,1,28.9,79.2,122.6,6.5,35.6,51.8,42.1,Bw367,5.8
1,Kalutara,1,26.4,86.8,301.7,5.3,69.5,26.0,56.6,Ld368,6.44
1,Kegalle,1,27.3,85.0,302.4,5.8,69.6,17.5,40.1,Ld368,5.88
0,Colombo,1,31.5,75.4,211.8,7.4,49.0,28.0,34.7,Bw367,5.8
0,Anuradhapura,0,33.5,61.6,49.2,9.2,74.9,30.0,62.4,Bg300,5.61
0,Ampara,0,32.9,67.8,58.6,9.2,64.0,29.4,47.4,Bg300,5.5
0,Kegalle,1,28.7,78.5,264.5,6.9,69.4,39.4,44.9,Ld368,6.16
1,Nuwara Eliya,1,15.8,94.8,270.7,3.9,80.5,51.6,44.8,Ld368,5.88
0,Matara,1,30.7,82.4,205.5,7.7,62.8,45.7,28.3,Bw367,5.8
0,Hambantota,0,32.9,70.0,36.9,8.7,24.8,36.7,40.0,At362,5.46
1,Kurunegala,0,26.4,79.1,150.2,6.4,80.6,40.4,36.9,Bg366,8.05
0,Galle,1,30.9,78.5,223.7,7.0,62.6,33.2,50.2,Bw367,5.8
1,Anuradhapura,0,29.5,76.9,186.7,6.1,56.8,47.9,40.8,Bg366,7.35
0,Trincomalee,0,34.0,62.2,46.1,9.6,32.5,36.4,31.2,Bg300,4.4
1,Kurunegala,0,27.9,77.0,150.9,6.2,68.8,39.4,31.5,Bg366,7.35
0,Anuradhapura,0,31.5,69.3,49.4,8.2,60.8,55.1,39.8,Bg300,6.05
1,Kegalle,1,25.8,91.2,305.8,4.7,40.2,24.2,35.5,Ld368,4.65
0,Nuwara Eliya,1,19.5,80.2,206.6,5.2,36.0,17.6,28.3,Bw367,5.1
1,Kalutara,1,27.5,89.6,296.9,4.8,45.3,38.1,45.9,Ld368,5.32
1,Monaragala,0,27.2,76.4,177.3,6.6,81.9,22.3,54.6,Bg366,8.05
0,Polonnaruwa,0,34.3,60.5,52.3,8.1,54.7,34.0,55.8,Bg300,5.06
1,Matara,1,26.9,81.3,240.3,6.1,32.5,43.6,55.4,Bw367,6.09
1,Ratnapura,1,27.0,93.1,328.8,4.3,75.0,26.1,61.9,Ld368,5.88
1,Matale,1,26.7,85.2,199.5,5.7,63.9,29.3,42.0,Bw367,6.09
1,Monaragala,0,28.4,76.1,156.4,6.5,51.2,24.3,55.5,Bg352,7.14
0,Matara,1,31.2,75.0,221.1,7.5,33.1,45.0,60.1,Bw367,5.8
0,Kalutara,1,29.1,84.2,303.0,6.9,51.5,26.9,64.9,Ld368,5.6
1,Matara,1,28.1,86.3,238.6,5.5,77.1,37.7,57.5,Bw367,6.67
1,Polonnaruwa,0,28.6,78.9,183.4,6.3,57.4,25.1,29.6,Bg366,7.35
0,Matara,1,30.4,76.0,230.4,6.7,63.6,34.6,54.3,Bw367,6.38
0,Galle,1,30.5,75.4,244.2,7.0,43.8,40.1,29.9,Bw367,5.8
0,Anuradhapura,0,31.0,64.2,48.1,9.0,36.8,33.2,27.8,Bg300,4.84
1,Anuradhapura,0,28.7,79.3,167.4,5.4,50.7,49.8,58.3,Bg352,7.82
0,Ampara,0,32.7,63.2,62.3,8.6,34.8,35.6,42.5,Bg300,5.5
1,Kandy,1,24.9,82.8,222.8,5.0,71.7,17.4,61.7,Bw367,6.67
1,Kurunegala,0,26.0,85.4,171.1,5.5,80.0,30.9,49.7,Bg366,8.05
1,Trincomalee,0,26.6,83.5,223.0,5.4,55.4,58.4,32.4,Bg366,7.35
1,Kegalle,1,26.3,82.9,311.5,5.2,32.2,51.8,44.6,Ld368,5.88
1,Colombo,1,27.4,83.8,247.3,6.5,40.9,16.4,64.0,Bw367,6.09
0,Ratnapura,1,29.9,87.3,292.4,5.8,30.8,39.3,54.7,Ld368,5.6
0,Badulla,1,25.1,75.9,120.7,6.5,33.3,17.5,30.9,Bw367,5.1
1,Kalutara,1,25.6,85.9,319.4,5.7,52.3,20.1,34.0,Ld368,5.88
0,Monaragala,0,32.5,72.7,50.4,8.4,47.8,56.1,48.0,Bg300,6.05
1,Galle,1,27.5,88.3,243.5,5.0,53.8,23.6,42.2,Bw367,6.09
0,Kandy,1,27.7,79.9,155.3,7.0,71.9,41.4,44.0,Bw367,6.38
1,Nuwara Eliya,1,15.1,88.3,274.7,4.3,62.3,23.1,63.8,Ld368,5.32
1,Badulla,1,22.7,86.0,193.4,5.2,73.9,19.4,47.8,Bw367,6.09
0,Matale,1,29.3,72.2,128.2,6.6,69.0,49.5,39.5,Bw367,6.38
1,Hambantota,0,27.8,79.4,124.6,7.6,61.9,52.8,57.5,Bg352,7.82
0,Ampara,0,31.8,66.7,64.0,8.3,55.6,42.5,55.5,Bg300,6.05
0,Matale,1,29.9,73.1,111.9,6.9,57.3,22.5,52.2,Bw367,5.8
0,Trincomalee,0,34.9,57.4,60.0,9.1,71.8,48.5,56.9,Bg300,5.61
1,Kurunegala,0,27.5,79.9,171.1,6.6,53.3,48.4,59.7,Bg352,7.82
1,Galle,1,25.9,87.6,240.0,5.2,73.1,44.7,35.2,Bw367,6.67
0,Matale,1,29.8,71.8,114.1,6.9,40.1,54.3,58.4,Bw367,6.38
1,Galle,1,26.4,87.6,241.9,5.7,40.7,43.6,50.0,Bw367,6.09
0,Anuradhapura,0,31.6,61.5,40.7,7.9,50.9,43.7,58.7,At362,6.82
0,Kalutara,1,29.7,81.3,296.0,6.9,20.6,49.8,33.7,Ld368,4.93
1,Trincomalee,0,28.1,87.2,231.8,6.1,54.6,46.3,40.6,Bg352,7.14
1,Ratnapura,1,26.5,89.0,329.4,5.2,31.1,40.2,42.5,Ld368,5.88
1,Ampara,0,28.4,82.5,221.6,5.8,60.4,50.2,26.5,Bg366,7.35
0,Hambantota,0,32.4,71.0,45.8,8.0,43.7,28.3,62.9,Bg300,5.5
0,Kurunegala,0,30.9,72.2,112.8,7.9,25.0,51.1,47.5,Bg300,5.5
1,Colombo,1,27.3,81.1,231.9,6.8,57.3,54.8,44.6,Bw367,6.67
0,Ratnapura,1,28.5,79.4,292.1,6.5,59.9,39.4,48.2,Ld368,5.6
0,Monaragala,0,31.3,70.8,67.4,8.8,65.5,59.9,48.5,Bg300,6.05
0,Hambantota,0,31.5,72.1,48.2,7.4,47.8,29.4,60.0,Bg300,5.5
